Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 41,0.305555556,COC(c1ccco1)CNC(=O)C(=O)Nc1ccon1,C12H13N3O5,279.25,20,10,0.25,8,6,2,66.08,106.6,1.76,0.07,0.19,-1.26,0.45,0.24,-1.46,9.74,0.0349,Very soluble,-1.86,3.83,0.0137,Very soluble,-3.55,0.0789,0.000282,Soluble,High,No,No,No,No,No,No,No,-7.95,0,0,0,0,0,0.55,0,1,1,3.34
Molecule 42,0.281308999,COC(c1ccco1)CNC(=O)C(=O)Nc1ccccc1,C15H16N2O4,288.3,21,11,0.2,8,4,2,76.02,80.57,2.62,1.29,1.21,-0.14,1.58,1.31,-2.3,1.45,0.00501,Soluble,-2.58,0.755,0.00262,Soluble,-4.7,0.0057,1.98e-05,Moderately soluble,High,No,No,No,Yes,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,1,3.08
Molecule 43,0.2969809,COC(c1ccco1)CNC(=O)C(=O)Nc1cccnc1,C14H15N3O4,289.29,21,11,0.21,8,5,2,73.81,93.46,2.04,0.22,0.6,-1.19,1.04,0.54,-1.63,6.75,0.0233,Very soluble,-1.74,5.24,0.0181,Very soluble,-4.33,0.0135,4.66e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.91,0,0,0,0,0,0.55,0,1,1,3.16
Molecule 44,0.26625,COC(c1ccco1)CNC(=O)C(=O)NCc1ccco1,C14H16N2O5,292.29,21,10,0.29,9,5,2,71.55,93.71,2.88,0.33,0.52,-1.42,1.35,0.73,-1.62,7.04,0.0241,Very soluble,-1.86,4.02,0.0138,Very soluble,-4.32,0.014,4.78e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.85,0,0,0,0,0,0.55,0,1,1,3.21
Molecule 45,0.258434118,COC(c1cccc(c1)Cl)(CNC(=O)C(=O)N)C,C12H15ClN2O3,270.71,18,6,0.33,6,3,2,67.33,81.42,1.98,1.05,0.69,0.75,1.44,1.18,-2.03,2.52,0.00932,Soluble,-2.35,1.21,0.00446,Soluble,-3.57,0.0725,0.000268,Soluble,High,No,No,Yes,No,No,No,No,-7.21,0,0,0,0,0,0.55,0,1,0,2.42
Molecule 46,0.209332469,CNC(=O)C(=O)NCC1CCN(CC1)c1cccnc1,C14H20N4O2,276.33,20,6,0.5,6,3,2,78.92,74.33,2.19,0.74,-0.22,-0.19,0.61,0.63,-1.85,3.94,0.0143,Very soluble,-1.88,3.64,0.0132,Very soluble,-3.31,0.135,0.00049,Soluble,High,No,Yes,No,No,No,No,No,-7.46,0,0,0,0,0,0.55,0,1,0,2.15
Molecule 47,0.126406353,C=CCNC(=O)NCC1CCN(CC1)CC(F)(F)F,C12H20F3N3O,279.3,19,0,0.75,8,5,2,70.4,44.37,2.59,1.91,2.63,1.73,1.77,2.13,-2.25,1.58,0.00566,Soluble,-2.46,0.957,0.00343,Soluble,-2.97,0.299,0.00107,Soluble,High,Yes,No,No,No,No,No,No,-6.65,0,0,0,0,0,0.55,0,1,1,2.4
Molecule 48,0.193632229,C=CCCC(=O)NCC1CCN(CC1)c1ncc(cn1)F,C15H21FN4O,292.35,21,6,0.53,7,4,1,82.81,58.12,2.72,1.86,1.95,1.68,2.47,2.14,-2.57,0.78,0.00267,Soluble,-2.7,0.581,0.00199,Soluble,-4.08,0.0244,8.34e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.76,0,0,0,0,0,0.55,0,1,0,2.37
Molecule 49,0.198701299,Fc1cnc(nc1)N1CCC(CC1)CNC(=O)C(=O)N,C12H16FN5O2,281.29,20,6,0.5,5,5,2,71.77,101.21,1.58,0.13,-0.53,-0.31,0.07,0.19,-1.56,7.79,0.0277,Very soluble,-1.81,4.34,0.0154,Very soluble,-2.42,1.07,0.00382,Soluble,High,No,No,No,No,No,No,No,-7.92,0,1,0,0,0,0.55,0,1,0,2.07
Molecule 50,0.215635179,C=CCCC(=O)NCC1CCN(CC1)c1ccnc(c1)C,C17H25N3O,287.4,21,6,0.53,7,2,1,90.02,45.23,2.84,2.47,2.31,1.8,3.11,2.51,-2.93,0.34,0.00118,Soluble,-3.06,0.248,0.000863,Soluble,-4.56,0.0079,2.75e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-6.3,0,0,0,0,0,0.55,0,1,0,2.21
Molecule 51,0.2265625,CNC(=O)C(=O)NCC1CCN(CC1)c1ccnc(c1)C,C15H22N4O2,290.36,21,6,0.53,6,3,2,83.88,74.33,2.4,1.15,0.09,0.07,1.12,0.97,-2.18,1.92,0.0066,Soluble,-2.31,1.44,0.00495,Soluble,-3.69,0.059,0.000203,Soluble,High,No,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,1,0,2.08
Molecule 52,0.145778364,C=CCCC(=O)NCC1CCN(CC1)C1CCSCC1,C16H28N2OS,296.47,20,0,0.81,7,2,1,91.73,57.64,3.2,2.57,2.3,2.41,3.19,2.73,-2.84,0.433,0.00146,Soluble,-3.43,0.111,0.000373,Soluble,-3.29,0.151,0.000508,Soluble,High,Yes,No,No,No,No,No,No,-6.28,0,0,0,0,0,0.55,0,1,0,3.46
Molecule 53,0.157030223,CNC(=O)C(=O)NCC1CCN(CC1)C1CCSCC1,C14H25N3O2S,299.43,20,0,0.86,6,3,2,85.59,86.74,2.61,1.24,0.08,0.63,1.2,1.15,-2.08,2.48,0.00829,Soluble,-2.66,0.656,0.00219,Soluble,-2.42,1.13,0.00376,Soluble,High,No,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,1,0,3.26
Molecule 55,0.339987901,O=C(N1CCSC1c1ccsc1)/C=C/c1ccco1,C14H13NO2S2,291.39,19,10,0.21,4,2,0,82.88,86.99,2.83,2.64,2.81,1.73,3.85,2.78,-3.44,0.107,0.000367,Soluble,-4.12,0.0222,7.63e-05,Moderately soluble,-3.48,0.0976,0.000335,Soluble,High,No,No,Yes,Yes,Yes,No,No,-6.2,0,0,0,0,0,0.55,0,1,0,3.71
Molecule 56,0.226869455,O=C(/C=C/c1ccccc1)NCC(Cn1ccccc1=O)O,C17H18N2O3,298.34,22,12,0.18,7,3,2,84.97,71.33,2.46,1.17,0.93,1.19,2.05,1.56,-2.37,1.28,0.00428,Soluble,-2.26,1.63,0.00545,Soluble,-3.99,0.0307,0.000103,Soluble,High,No,No,No,No,No,No,No,-7.29,0,0,0,0,0,0.55,0,1,0,3.11
Molecule 57,0.258245177,N#Cc1cccc(c1)C(=O)NCC(Cn1ccccc1=O)O,C16H15N3O3,297.31,22,12,0.19,6,4,2,79.97,95.12,2.07,0.46,0.51,0.41,1.49,0.99,-1.98,3.11,0.0105,Very soluble,-2.03,2.8,0.00942,Soluble,-3.98,0.0308,0.000104,Soluble,High,No,No,No,No,No,No,No,-7.79,0,0,0,0,0,0.55,0,0,0,2.78
Molecule 58,0.380023641,C=CCCC(=O)Nc1nc2c(s1)C(=O)NCCC2,C12H15N3O2S,265.33,18,5,0.42,5,3,2,74.94,99.33,1.8,1.54,1.15,0.72,3.04,1.65,-2.33,1.24,0.00467,Soluble,-3.24,0.154,0.000582,Soluble,-3.6,0.0663,0.00025,Soluble,High,No,No,Yes,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,1,0,3.12
Molecule 59,0.376028202,CC(=CC(=O)Nc1nc2c(s1)C(=O)NCCC2)C,C12H15N3O2S,265.33,18,5,0.42,3,3,2,74.94,99.33,1.75,1.95,1.15,0.72,2.72,1.66,-2.72,0.504,0.0019,Soluble,-3.66,0.058,0.000218,Soluble,-3.21,0.163,0.000615,Soluble,High,No,No,Yes,Yes,No,No,No,-6.53,0,0,0,0,0,0.55,0,1,0,3.17
Molecule 62,0.251126851,COC1CC2CCC(C1)N2C(=O)/C=C/c1ccccc1,C17H21NO2,271.35,20,6,0.47,4,2,0,83.66,29.54,2.98,2.84,2.38,2.38,2.64,2.64,-3.27,0.146,0.000538,Soluble,-3.12,0.207,0.000761,Soluble,-3.15,0.193,0.000713,Soluble,High,Yes,No,No,No,No,Yes,No,-5.94,0,0,0,0,0,0.55,0,1,0,4.11
Molecule 67,0.27133758,O=C(N1C2CC=CC1CC2)/C=C/c1ccco1,C14H15NO2,229.27,17,5,0.36,3,2,0,69.56,33.45,2.66,2.19,2.12,1.59,2.01,2.11,-2.66,0.501,0.00218,Soluble,-2.53,0.683,0.00298,Soluble,-2.0,2.28,0.00993,Soluble,High,Yes,No,Yes,No,No,No,No,-6.14,0,0,0,0,0,0.55,0,2,1,4.63
Molecule 68,0.309734513,N#Cc1ccc(cc1)C(=O)N1C2CC=CC1CC2,C15H14N2O,238.28,18,6,0.33,2,2,0,72.3,44.1,2.4,2.38,2.11,2.07,2.07,2.21,-2.93,0.279,0.00117,Soluble,-2.95,0.269,0.00113,Soluble,-2.79,0.391,0.00164,Soluble,High,Yes,No,Yes,No,No,No,No,-6.06,0,0,0,0,0,0.55,0,1,1,4.17
Molecule 69,0.251608752,O=C(N1C2CC=CC1CC2)/C=C/c1ccccc1,C16H17NO,239.31,18,6,0.31,3,1,0,77.3,20.31,2.86,3.09,2.53,2.93,2.63,2.81,-3.32,0.115,0.00048,Soluble,-3.18,0.157,0.000654,Soluble,-2.79,0.389,0.00163,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.57,0,0,0,0,0,0.55,0,2,1,4.48
Molecule 70,0.278205128,O=C(N1C2CC=CC1CC2)/C=C/c1cccs1,C14H15NOS,245.34,17,5,0.36,3,1,0,75.17,48.55,2.83,2.8,2.59,2.47,3.25,2.79,-3.14,0.176,0.000717,Soluble,-3.48,0.0819,0.000334,Soluble,-2.06,2.15,0.00877,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.81,0,0,0,0,0,0.55,0,2,1,4.62
Molecule 71,0.268464997,N#Cc1ccc(cc1)CCC(=O)N1C2CC=CC1CC2,C17H18N2O,266.34,20,6,0.41,4,2,0,81.7,44.1,2.87,2.61,2.43,2.3,2.81,2.6,-3.09,0.215,0.000806,Soluble,-3.19,0.174,0.000652,Soluble,-3.59,0.0686,0.000258,Soluble,High,Yes,No,No,No,Yes,No,No,-6.07,0,0,0,0,0,0.55,0,1,0,4.39
Molecule 72,0.353846154,N#Cc1ccccc1S(=O)(=O)N1C2CC=CC1CC2,C14H14N2O2S,274.34,19,6,0.36,2,4,0,75.2,69.55,2.12,2.07,2.74,1.29,0.97,1.84,-2.95,0.31,0.00113,Soluble,-3.16,0.19,0.000692,Soluble,-2.75,0.483,0.00176,Soluble,High,Yes,No,No,No,No,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,4.52
Molecule 73,0.311279143,O=C(N1CCC(C1)Oc1nccs1)/C=C/c1ccco1,C14H14N2O3S,290.34,20,10,0.29,5,4,0,79.42,83.81,2.86,2.14,1.94,0.46,2.9,2.06,-3.03,0.272,0.000937,Soluble,-3.53,0.0853,0.000294,Soluble,-3.01,0.282,0.000973,Soluble,High,No,No,No,Yes,Yes,No,No,-6.55,0,0,0,0,0,0.55,0,1,0,3.41
Molecule 74,0.264030612,O=C(N1CC(C1)Oc1nccs1)/C=C/c1ccco1,C13H12N2O3S,276.31,19,10,0.23,5,4,0,74.61,83.81,2.71,1.78,1.55,0.2,2.66,1.78,-2.73,0.51,0.00185,Soluble,-3.16,0.192,0.000695,Soluble,-2.74,0.504,0.00182,Soluble,High,No,No,No,Yes,Yes,No,No,-6.72,0,0,0,0,0,0.55,0,1,0,3.34
Molecule 75,0.272271016,N#Cc1cccc(c1)C(=O)N1CC(C1)Oc1nccs1,C14H11N3O2S,285.32,20,11,0.21,4,4,0,77.35,94.46,2.35,1.97,1.54,0.69,2.71,1.85,-2.99,0.29,0.00102,Soluble,-3.58,0.0752,0.000264,Soluble,-3.52,0.0866,0.000303,Soluble,High,No,No,Yes,Yes,Yes,No,No,-6.64,0,0,0,0,0,0.55,0,0,0,2.4
Molecule 76,0.265384615,O=C(N1CC(C1)Oc1nccs1)/C=C/c1cccs1,C13H12N2O2S2,292.38,19,10,0.23,5,3,0,80.22,98.91,2.81,2.4,2.02,1.03,3.91,2.43,-3.22,0.174,0.000597,Soluble,-4.12,0.0222,7.61e-05,Moderately soluble,-2.79,0.476,0.00163,Soluble,High,No,No,No,Yes,Yes,No,No,-6.38,0,0,0,0,0,0.55,0,1,0,3.37
Molecule 77,0.269083969,Cc1cccc(c1)NC(=O)N1CC(C1)Oc1nccs1,C14H15N3O2S,289.35,20,11,0.29,5,3,1,82.11,82.7,2.62,2.35,2.17,1.58,2.42,2.23,-3.19,0.186,0.000643,Soluble,-3.73,0.0543,0.000188,Soluble,-3.87,0.0391,0.000135,Soluble,High,No,Yes,Yes,Yes,Yes,No,No,-6.4,0,0,0,0,0,0.55,0,0,0,2.63
Molecule 78,0.311384615,O=C(N1CCC(C1)n1nncc1)/C=C/c1ccco1,C13H14N4O2,258.28,19,10,0.31,4,4,0,72.09,64.16,2.34,0.47,0.87,0.33,0.66,0.94,-1.86,3.54,0.0137,Very soluble,-1.39,10.6,0.0411,Very soluble,-2.03,2.43,0.00942,Soluble,High,No,No,No,No,No,No,No,-7.54,0,0,0,0,0,0.55,0,1,0,3.3
Molecule 79,0.293242405,O=C(N1CCC(C1)n1nncc1)/C=C/c1ccccc1,C15H16N4O,268.31,20,11,0.27,4,3,0,79.83,51.02,2.36,1.37,1.28,1.63,1.26,1.58,-2.51,0.83,0.00309,Soluble,-2.04,2.42,0.00903,Soluble,-2.81,0.417,0.00155,Soluble,High,Yes,No,No,Yes,No,No,No,-6.96,0,0,0,0,0,0.55,0,1,0,3.09
Molecule 80,0.31562693,O=C(N1CCC(C1)n1nncc1)/C=C/c1cccs1,C13H14N4OS,274.34,19,10,0.31,4,3,0,77.7,79.26,2.35,1.09,1.34,1.15,1.91,1.57,-2.35,1.22,0.00444,Soluble,-2.35,1.23,0.0045,Soluble,-2.08,2.3,0.00838,Soluble,High,No,No,No,Yes,No,No,No,-7.2,0,0,0,0,0,0.55,0,1,0,3.31
Molecule 81,0.337654321,Clc1cccc(c1)NC(=O)N1CCC(C1)n1nncc1,C13H14ClN5O,291.74,20,11,0.31,4,3,1,79.63,63.05,2.24,1.3,1.84,1.99,0.56,1.58,-2.61,0.715,0.00245,Soluble,-2.22,1.74,0.00597,Soluble,-3.38,0.122,0.000418,Soluble,High,Yes,Yes,No,Yes,No,No,No,-7.16,0,0,0,0,0,0.55,0,0,0,2.94
Molecule 82,0.359317905,COc1ccccc1NC(=O)N1CCC(C1)n1nncc1,C14H17N5O2,287.32,21,11,0.36,5,4,1,81.12,72.28,2.41,0.64,1.19,1.19,-0.06,1.07,-2.08,2.38,0.00828,Soluble,-1.73,5.31,0.0185,Very soluble,-2.89,0.368,0.00128,Soluble,High,No,Yes,No,No,No,No,No,-7.6,0,0,0,0,0,0.55,0,0,0,3.13
Molecule 83,0.339055794,O=C(N1CCC(C1)n1nncc1)Nc1ccccc1F,C13H14FN5O,275.28,20,11,0.31,4,4,1,74.58,63.05,2.13,0.77,1.74,1.85,0.34,1.37,-2.17,1.84,0.00669,Soluble,-1.67,5.83,0.0212,Very soluble,-3.05,0.246,0.000895,Soluble,High,Yes,Yes,No,No,No,No,No,-7.43,0,0,0,0,0,0.55,0,0,0,3.04
Molecule 84,0.237008872,O=C(N1CCC(CC1)n1nncc1)/C=C/c1ccccc1,C16H18N4O,282.34,21,11,0.31,4,3,0,84.63,51.02,2.54,1.73,1.67,1.88,1.49,1.86,-2.8,0.443,0.00157,Soluble,-2.42,1.08,0.00382,Soluble,-3.08,0.233,0.000826,Soluble,High,Yes,No,No,Yes,No,No,No,-6.79,0,0,0,0,0,0.55,0,1,0,3.04
Molecule 85,0.262460568,O=C(N1CCC(CC1)n1nncc1)/C=C/c1cccs1,C14H16N4OS,288.37,20,10,0.36,4,3,0,82.51,79.26,2.54,1.44,1.73,1.41,2.14,1.85,-2.64,0.659,0.00229,Soluble,-2.71,0.562,0.00195,Soluble,-2.35,1.29,0.00447,Soluble,High,No,No,No,Yes,No,No,No,-7.04,0,0,0,0,0,0.55,0,1,0,3.32
Molecule 88,0.192880259,O=C(/C=C/c1ccco1)NCCCc1conc1,C13H14N2O3,246.26,18,10,0.23,7,4,1,65.58,68.27,2.26,1.49,1.92,0.34,2.47,1.7,-2.25,1.37,0.00556,Soluble,-2.53,0.725,0.00294,Soluble,-4.28,0.0129,5.25e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.74,0,0,0,0,0,0.55,0,1,1,3.05
Molecule 89,0.178431373,N#Cc1ccc(cc1)CCC(=O)NCCCc1conc1,C16H17N3O2,283.33,21,11,0.31,8,4,1,77.71,78.92,2.62,1.91,2.23,1.07,3.31,2.23,-2.66,0.621,0.00219,Soluble,-3.19,0.183,0.000645,Soluble,-5.86,0.000389,1.37e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,0,1,2.71
Molecule 90,0.177450352,O=S(=O)(/C=C/c1ccccc1)NCCCc1conc1,C14H16N2O3S,292.35,20,11,0.21,7,5,1,77.27,80.58,2.28,2.07,3.17,0.89,2.01,2.08,-2.9,0.367,0.00125,Soluble,-3.39,0.119,0.000406,Soluble,-5.03,0.00273,9.35e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.61,0,0,0,0,0,0.55,0,0,0,3.33
Molecule 91,0.304773562,O=C(N1CCc2c(C1)cno2)/C=C/c1ccccc1,C15H14N2O2,254.28,19,11,0.2,3,3,0,75.36,46.34,2.53,1.82,1.63,1.65,2.66,2.06,-2.79,0.409,0.00161,Soluble,-2.41,0.983,0.00386,Soluble,-3.96,0.0276,0.000108,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.56,0,0,0,0,0,0.55,0,1,0,2.88
Molecule 92,0.330694275,O=C(N1CCc2c(C1)cno2)/C=C/c1cccs1,C13H12N2O2S,260.31,18,10,0.23,3,3,0,73.24,74.58,2.52,1.53,1.69,1.16,3.3,2.04,-2.63,0.609,0.00234,Soluble,-2.71,0.513,0.00197,Soluble,-3.23,0.152,0.000585,Soluble,High,No,No,Yes,Yes,No,No,No,-6.8,0,0,0,0,0,0.55,0,1,0,2.98
Molecule 93,0.399769585,N#Cc1ccccc1S(=O)(=O)N1CCc2c(C1)cno2,C13H11N3O3S,289.31,20,11,0.23,2,6,0,73.27,95.58,1.97,0.8,1.84,0.08,1.02,1.14,-2.41,1.12,0.00387,Soluble,-2.39,1.18,0.00409,Soluble,-3.93,0.0342,0.000118,Soluble,High,No,No,Yes,No,No,No,Yes,-7.5,0,0,0,0,0,0.55,0,0,0,3.05
Molecule 94,0.172703752,O=C(/C=C/c1ccco1)NCCSC1CCOCC1,C14H19NO3S,281.37,19,5,0.5,7,3,1,76.82,76.77,2.76,1.78,2.21,0.82,2.84,2.08,-2.44,1.02,0.00364,Soluble,-3.01,0.275,0.000976,Soluble,-3.52,0.0858,0.000305,Soluble,High,Yes,No,No,Yes,No,No,No,-6.75,0,0,0,0,0,0.55,0,1,0,3.1
Molecule 95,0.148922273,O=C(/C=C/c1ccccc1)NCCSC1CCOCC1,C16H21NO2S,291.41,20,6,0.44,7,2,1,84.55,63.63,2.89,2.68,2.62,2.13,3.46,2.76,-3.1,0.234,0.000803,Soluble,-3.67,0.0625,0.000215,Soluble,-4.3,0.0147,5.04e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-6.17,0,0,0,0,0,0.55,0,1,0,2.89
Molecule 97,0.388130564,N#Cc1cc2CN(CCc2[nH]c1=O)C(=O)C1CC1,C13H13N3O2,243.26,18,6,0.46,2,3,1,68.53,76.96,1.64,-0.52,-0.05,0.41,2.23,0.74,-1.14,17.8,0.0732,Very soluble,-0.63,57.3,0.236,Very soluble,-2.74,0.444,0.00182,Soluble,High,No,No,No,No,No,No,No,-8.15,0,0,0,0,0,0.55,0,0,1,2.28
Molecule 103,0.255799373,O=C(N1CC(C1)n1nncc1)/C=C/c1ccco1,C12H12N4O2,244.25,18,10,0.25,4,4,0,67.29,64.16,2.35,0.11,0.48,0.06,0.44,0.69,-1.57,6.56,0.0269,Very soluble,-1.01,23.7,0.0971,Very soluble,-1.75,4.35,0.0178,Soluble,High,No,No,No,No,No,No,No,-7.71,0,0,0,0,0,0.55,0,1,1,3.18
Molecule 104,0.270859278,N#Cc1cccc(c1)C(=O)N1CC(C1)n1nncc1,C13H11N5O,253.26,19,11,0.23,3,4,0,70.03,74.81,1.87,0.31,0.47,0.56,0.48,0.74,-1.84,3.7,0.0146,Very soluble,-1.44,9.11,0.036,Very soluble,-2.53,0.747,0.00295,Soluble,High,No,No,No,No,No,No,No,-7.62,0,0,0,0,0,0.55,0,0,0,2.09
Molecule 105,0.234325522,O=C(N1CC(C1)n1nncc1)/C=C/c1ccccc1,C14H14N4O,254.29,19,11,0.21,4,3,0,75.02,51.02,2.32,1.01,0.89,1.37,1.02,1.32,-2.22,1.54,0.00606,Soluble,-1.67,5.43,0.0213,Very soluble,-2.53,0.745,0.00293,Soluble,High,Yes,No,No,Yes,No,No,No,-7.13,0,0,0,0,0,0.55,0,1,0,2.92
Molecule 106,0.258349086,O=C(N1CC(C1)n1nncc1)/C=C/c1cccs1,C12H12N4OS,260.31,18,10,0.25,4,3,0,72.9,79.26,2.4,0.73,0.95,0.88,1.68,1.33,-2.06,2.26,0.00869,Soluble,-1.97,2.77,0.0106,Very soluble,-1.8,4.11,0.0158,Soluble,High,No,No,No,Yes,No,No,No,-7.37,0,0,0,0,0,0.55,0,1,0,3.19
Molecule 108,0.268628679,O=C(N1CC(C1)n1nncc1)/C=C/c1ccccc1Cl,C14H13ClN4O,288.73,20,11,0.21,4,3,0,80.03,51.02,2.61,1.64,1.54,1.9,1.65,1.87,-2.81,0.451,0.00156,Soluble,-2.32,1.37,0.00474,Soluble,-3.14,0.21,0.000726,Soluble,High,Yes,No,No,Yes,No,No,No,-6.9,0,0,0,0,0,0.55,0,1,0,3.05
Molecule 110,0.316913947,N#Cc1ccccc1S(=O)(=O)N1CC(C1)n1nncc1,C12H11N5O2S,289.31,20,11,0.25,3,6,0,72.93,100.26,1.32,-0.01,1.1,-0.18,-0.59,0.33,-1.84,4.22,0.0146,Very soluble,-1.65,6.53,0.0226,Very soluble,-2.5,0.923,0.00319,Soluble,High,No,No,No,No,No,No,No,-8.07,0,0,0,0,0,0.55,0,0,0,2.83
Molecule 124,0.30310559,CCOC(=O)CNC(=O)c1ccc(nc1)OC1COCC1,C14H18N2O5,294.3,21,6,0.5,8,6,1,72.82,86.75,2.34,0.77,0.54,0.09,1.51,1.05,-1.83,4.32,0.0147,Very soluble,-2.17,1.98,0.00673,Soluble,-3.26,0.161,0.000546,Soluble,High,No,Yes,No,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,0,1,3.07
Molecule 125,0.299001248,COC(CNC(=O)c1ccc(nc1)OC1COCC1)OC,C14H20N2O5,296.32,21,6,0.57,8,6,1,73.71,78.91,2.73,0.35,0.6,-0.23,1.33,0.96,-1.58,7.77,0.0262,Very soluble,-1.57,7.95,0.0268,Very soluble,-3.08,0.244,0.000822,Soluble,High,No,Yes,No,No,No,No,No,-7.86,0,0,0,0,0,0.55,0,1,1,3.17
Molecule 126,0.289655172,C#CCCNC(=O)c1ccc(nc1)OC1COCC1,C14H16N2O3,260.29,19,6,0.43,6,4,1,69.7,60.45,2.52,1.06,1.08,0.89,2.24,1.56,-1.96,2.86,0.011,Very soluble,-1.92,3.12,0.012,Very soluble,-3.28,0.137,0.000525,Soluble,High,Yes,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,0,2.98
Molecule 127,0.340425532,CCOC(=O)CNC(=O)c1cccnc1OC1COCC1,C14H18N2O5,294.3,21,6,0.5,8,6,1,72.82,86.75,2.92,0.77,0.54,0.09,1.51,1.17,-1.83,4.32,0.0147,Very soluble,-2.17,1.98,0.00673,Soluble,-3.26,0.161,0.000546,Soluble,High,No,Yes,No,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,0,1,3.11
Molecule 128,0.331701346,COC(CNC(=O)c1cccnc1OC1COCC1)OC,C14H20N2O5,296.32,21,6,0.57,8,6,1,73.71,78.91,2.66,0.35,0.6,-0.23,1.33,0.94,-1.58,7.77,0.0262,Very soluble,-1.57,7.95,0.0268,Very soluble,-3.08,0.244,0.000822,Soluble,High,No,Yes,No,No,No,No,No,-7.86,0,0,0,0,0,0.55,0,1,1,3.21
Molecule 129,0.326993865,C#CCCNC(=O)c1cccnc1OC1COCC1,C14H16N2O3,260.29,19,6,0.43,6,4,1,69.7,60.45,2.68,1.06,1.08,0.89,2.24,1.59,-1.96,2.86,0.011,Very soluble,-1.92,3.12,0.012,Very soluble,-3.28,0.137,0.000525,Soluble,High,Yes,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,0,3.03
Molecule 130,0.289900249,CCOC(=O)CNC(=O)c1ccnc(c1)OC1COCC1,C14H18N2O5,294.3,21,6,0.5,8,6,1,72.82,86.75,2.24,0.77,0.54,0.09,1.51,1.03,-1.83,4.32,0.0147,Very soluble,-2.17,1.98,0.00673,Soluble,-3.26,0.161,0.000546,Soluble,High,No,Yes,No,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,0,1,3.11
Molecule 131,0.283030683,COC(CNC(=O)c1ccnc(c1)OC1COCC1)OC,C14H20N2O5,296.32,21,6,0.57,8,6,1,73.71,78.91,2.51,0.35,0.6,-0.23,1.33,0.91,-1.58,7.77,0.0262,Very soluble,-1.57,7.95,0.0268,Very soluble,-3.08,0.244,0.000822,Soluble,High,No,Yes,No,No,No,No,No,-7.86,0,0,0,0,0,0.55,0,1,1,3.22
Molecule 132,0.268769716,C#CCNC(=O)c1ccnc(c1)OC1COCC1,C13H14N2O3,246.26,18,6,0.38,5,4,1,64.89,60.45,2.37,0.6,0.69,0.63,1.86,1.23,-1.66,5.37,0.0218,Very soluble,-1.44,8.87,0.036,Very soluble,-2.88,0.326,0.00132,Soluble,High,No,No,No,No,No,No,No,-7.38,0,0,0,0,0,0.55,0,1,1,2.95
Molecule 133,0.342121398,C#CCNC(=O)c1cnc(c(c1)Cl)OC1COCC1,C13H13ClN2O3,280.71,19,6,0.38,5,4,1,69.9,60.45,2.48,1.23,1.35,1.16,2.51,1.74,-2.26,1.55,0.00551,Soluble,-2.1,2.25,0.008,Soluble,-3.49,0.0917,0.000327,Soluble,High,Yes,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,0,3.05
Molecule 134,0.287697161,C#CCNC(=O)c1ccc(nc1)OCC1CCCO1,C14H16N2O3,260.29,19,6,0.43,6,4,1,69.7,60.45,2.72,0.95,1.08,0.89,2.24,1.58,-1.89,3.35,0.0129,Very soluble,-1.81,4.06,0.0156,Very soluble,-3.28,0.137,0.000525,Soluble,High,Yes,No,No,No,No,No,No,-7.21,0,0,0,0,0,0.55,0,1,0,3.06
